"gender,event,medal,athlete,abb,country,type,year"
"Women,Shot Put C3,Silver,BARLETTA Kathleen,USA,Unknown,Athletics,1988"
"Women,Shot Put C3,Bronze,TROTMAN Anne,GBR,Unknown,Athletics,1988"
"Women,Shot Put C4,Gold,BOUWMEESTER Ans,NED,Unknown,Athletics,1988"
"Women,Shot Put C4,Silver,WILLMS Martina,FRG,Unknown,Athletics,1988"
"Women,Shot Put C4,Bronze,LYNCH Marjorie,CAN,Unknown,Athletics,1988"
"Women,Shot Put C7,Gold,BOUW Joanne,CAN,Unknown,Athletics,1988"
"Women,Shot Put C7,Silver,DE SAINT Ann-Gael,BEL,Unknown,Athletics,1988"
"Women,Shot Put C7,Bronze,LARSEN Birte Oddny,NOR,Unknown,Athletics,1988"
"Women,Shot Put 2,Gold,AL-ROMI Adelah,KUW,Unknown,Athletics,1988"
"Women,Shot Put 2,Silver,DODRILL Christina,IRL,Unknown,Athletics,1988"
"Women,Shot Put 2,Bronze,RUPERT Christine,USA,Unknown,Athletics,1988"
"Women,Shot Put 3,Gold,SCHWANGER Laura,USA,Unknown,Athletics,1988"
"Women,Shot Put 3,Silver,RUSSELL Julie,AUS,Unknown,Athletics,1988"
"Women,Shot Put 3,Bronze,WANJIRU NJOROGG Lucy,KEN,Unknown,Athletics,1988"
"Women,Shot Put 4,Gold,MILINKOVIC Milka,YUG,Unknown,Athletics,1988"
"Women,Shot Put 4,Silver,CARLTON Kathryne Lynne,USA,Unknown,Athletics,1988"
"Women,Shot Put 4,Bronze,POLLET Marie-Line,BEL,Unknown,Athletics,1988"
"Women,Shot Put 5,Gold,RIPLEY Dorothy,GBR,Unknown,Athletics,1988"
"Women,Shot Put 5,Silver,MUNKER Elka,FRG,Unknown,Athletics,1988"
"Women,Shot Put 5,Bronze,RUBIN-ROSENBAUM Zipora,ISR,Unknown,Athletics,1988"
"Women,Discus Throw 1B,Gold,BARR Isabel,GBR,Unknown,Athletics,1988"
"Women,Discus Throw 1B,Silver,BUSTAMANTE Isabel,PUR,Unknown,Athletics,1988"
"Women,Discus Throw 1B,Bronze,WILSON Minette,JAM,Unknown,Athletics,1988"
"Women,Discus Throw A6A8A9L6,Gold,JAENICKE Britta,FRG,Unknown,Athletics,1988"
"Women,Discus Throw A6A8A9L6,Silver,MIELECH Zofia,POL,Unknown,Athletics,1988"
"Women,Discus Throw A6A8A9L6,Bronze,ZIELONKA Barbel,FRG,Unknown,Athletics,1988"
"Women,Discus Throw B1,Gold,ROSS Denise,GBR,Unknown,Athletics,1988"
"Women,Discus Throw B1,Silver,SONG Meijie,CHN,Unknown,Athletics,1988"
"Women,Discus Throw B1,Bronze,MONSCHEIN Hildegard,AUT,Unknown,Athletics,1988"
"Women,Discus Throw B2,Gold,VUKSANOVIC Nada,YUG,Unknown,Athletics,1988"
"Women,Discus Throw B2,Silver,JOURAVLIOVA Raissa,URS,Unknown,Athletics,1988"
"Women,Discus Throw B2,Bronze,TOEWS Jacqueline,CAN,Unknown,Athletics,1988"
"Women,Discus Throw C3,Gold,EDWARDS Susan,USA,Unknown,Athletics,1988"
"Women,Discus Throw C3,Silver,GALLAGHER Lorraine,IRL,Unknown,Athletics,1988"
"Women,Discus Throw C3,Bronze,TROTMAN Anne,GBR,Unknown,Athletics,1988"
"Women,Discus Throw C7,Gold,BOUW Joanne,CAN,Unknown,Athletics,1988"
"Women,Discus Throw C7,Silver,DE SAINT Ann-Gael,BEL,Unknown,Athletics,1988"
"Women,Discus Throw C7,Bronze,ANDREY Zita,SUI,Unknown,Athletics,1988"
"Women,Discus Throw 2,Gold,RUPERT Christine,USA,Unknown,Athletics,1988"
"Women,Discus Throw 2,Silver,AL-ROMI Adelah,KUW,Unknown,Athletics,1988"
"Women,Discus Throw 2,Bronze,DODRILL Christina,IRL,Unknown,Athletics,1988"
"Women,Discus Throw 3,Gold,SCHWANGER Laura,USA,Unknown,Athletics,1988"
"Women,Discus Throw 3,Silver,DUNNE-FITZPATRICK Cathy,IRL,Unknown,Athletics,1988"
"Women,Discus Throw 3,Bronze,RUSSELL Julie,AUS,Unknown,Athletics,1988"
"Women,Discus Throw 4,Gold,CARLTON Kathryne Lynne,USA,Unknown,Athletics,1988"
"Women,Discus Throw 4,Silver,POLLET Marie-Line,BEL,Unknown,Athletics,1988"
"Women,Discus Throw 4,Bronze,SOBOLEWSKA Halina,POL,Unknown,Athletics,1988"
"Women,Discus Throw 5,Gold,MUNKER Elka,FRG,Unknown,Athletics,1988"
"Women,Discus Throw 5,Silver,GRANT Sylvia,JAM,Unknown,Athletics,1988"
"Women,Discus Throw 5,Bronze,PRIEUR Martine,FRA,Unknown,Athletics,1988"
"Women,Javelin 1B,Gold,WILSON Minette,JAM,Unknown,Athletics,1988"
"Women,Javelin 1B,Silver,BUSTAMANTE Isabel,PUR,Unknown,Athletics,1988"
"Women,Javelin 1B,Bronze,BARR Isabel,GBR,Unknown,Athletics,1988"
"Women,Javelin A6A8A9L6,Gold,JAENICKE Britta,FRG,Unknown,Athletics,1988"
"Women,Javelin A6A8A9L6,Silver,SMITH Donna,AUS,Unknown,Athletics,1988"
"Women,Javelin A6A8A9L6,Bronze,SACHSE Jessica,FRG,Unknown,Athletics,1988"
"Women,Javelin B1,Gold,OTTO-LANGE Brigitte,FRG,Unknown,Athletics,1988"
"Women,Javelin B1,Silver,SONG Meijie,CHN,Unknown,Athletics,1988"
"Women,Javelin B1,Bronze,MONSCHEIN Hildegard,AUT,Unknown,Athletics,1988"
"Women,Javelin B2,Gold,ULLMANN Mona,NOR,Unknown,Athletics,1988"
"Women,Javelin B2,Silver,MADLER Heike,FRG,Unknown,Athletics,1988"
"Women,Javelin B2,Bronze,SOBIECH Maria,POL,Unknown,Athletics,1988"
"Women,Javelin C3,Gold,EDWARDS Susan,USA,Unknown,Athletics,1988"
"Women,Javelin C3,Silver,GILL Karen,AUS,Unknown,Athletics,1988"
"Women,Javelin C3,Bronze,TROTMAN Anne,GBR,Unknown,Athletics,1988"
"Women,Javelin C7,Gold,BOUW Joanne,CAN,Unknown,Athletics,1988"
"Women,Javelin C7,Silver,WARD Theresa,IRL,Unknown,Athletics,1988"
"Women,Javelin C7,Bronze,HEARN Deborah,USA,Unknown,Athletics,1988"
"Women,Javelin 2,Gold,AL-ROMI Adelah,KUW,Unknown,Athletics,1988"
"Women,Javelin 2,Silver,MUTETI Grace,KEN,Unknown,Athletics,1988"
"Women,Javelin 2,Bronze,RUPERT Christine,USA,Unknown,Athletics,1988"
"Women,Javelin 3,Gold,SCHWANGER Laura,USA,Unknown,Athletics,1988"
"Women,Javelin 3,Silver,WANJIRU NJOROGG Lucy,KEN,Unknown,Athletics,1988"
"Women,Javelin 3,Bronze,RUSSELL Julie,AUS,Unknown,Athletics,1988"
"Women,Javelin 4,Gold,SOBOLEWSKA Halina,POL,Unknown,Athletics,1988"
"Women,Javelin 4,Silver,CARLTON Kathryne Lynne,USA,Unknown,Athletics,1988"
"Women,Javelin 4,Bronze,DAVIS Henrietta,JAM,Unknown,Athletics,1988"
"Women,Javelin 5,Gold,RUBIN-ROSENBAUM Zipora,ISR,Unknown,Athletics,1988"
"Women,Javelin 5,Silver,GRANT Sylvia,JAM,Unknown,Athletics,1988"
"Women,Javelin 5,Bronze,MUNKER Elka,FRG,Unknown,Athletics,1988"
"Women,Club Throw C3,Gold,EDWARDS Susan,USA,Unknown,Athletics,1988"
"Women,Club Throw C3,Silver,GALLAGHER Lorraine,IRL,Unknown,Athletics,1988"
"Women,Club Throw C3,Bronze,WOFFINDEN Anne,GBR,Unknown,Athletics,1988"
"Women,Distance Throw C1,Gold,PINTO Olga,POR,Unknown,Athletics,1988"
"Women,Distance Throw C1,Silver,D'ANGELO Tracy,USA,Unknown,Athletics,1988"
"Women,Distance Throw C1,Bronze,TAYLOR Kerry,GBR,Unknown,Athletics,1988"
"Women,Precision Throw C1,Gold,PINTO Olga,POR,Unknown,Athletics,1988"
"Women,Precision Throw C1,Silver,TAYLOR Kerry,GBR,Unknown,Athletics,1988"
"Women,Precision Throw C1,Bronze,COSTA Emilia,POR,Unknown,Athletics,1988"
"Women,Pentathlon B2,Gold,JOURAVLIOVA Raissa,URS,Unknown,Athletics,1988"
"Women,Pentathlon B2,Silver,ULLMANN Mona,NOR,Unknown,Athletics,1988"
"Women,Pentathlon B2,Bronze,OIKARAINEN Jaana,FIN,Unknown,Athletics,1988"
"Women,Pentathlon 3,Gold,SCHWANGER Laura,USA,Unknown,Athletics,1988"
"Women,Pentathlon 3,Silver,RUSSELL Julie,AUS,Unknown,Athletics,1988"
"Women,Pentathlon 3,Bronze,DUNNE-FITZPATRICK Cathy,IRL,Unknown,Athletics,1988"
"Women,Pentathlon 4,Gold,POLLET Marie-Line,BEL,Unknown,Athletics,1988"
"Women,Pentathlon 4,Silver,CARLTON Kathryne Lynne,USA,Unknown,Athletics,1988"
"Women,Pentathlon 4,Bronze,SOBOLEWSKA Halina,POL,Unknown,Athletics,1988"
"Women,Pentathlon 5-6,Gold,PRIEUR Martine,FRA,Unknown,Athletics,1988"
"Women,Pentathlon 5-6,Silver,GRANT Sylvia,JAM,Unknown,Athletics,1988"
"Women,Pentathlon 5-6,Bronze,RUBIN-ROSENBAUM Zipora,ISR,Unknown,Athletics,1988"
"Men,800 m A1-3A9L2,Bronze,COUPRIE Philippe,FRA,Unknown,Athletics,1988"
"Men,Precision Throw C1,Bronze,ALVES Joao,POR,Unknown,Athletics,1988"
"Women,100 m 5-6,Gold,PRIEUR Martine,FRA,Unknown,Athletics,1988"
"Men,4x100 m 1A-1C,Gold,DODSON Bart,USA,United States of America,Athletics,1988"
"Men,4x100 m 1A-1C,Gold,FURBISH William,USA,United States of America,Athletics,1988"
"Men,4x100 m 1A-1C,Gold,RAY Darrell,USA,United States of America,Athletics,1988"
"Men,4x100 m 1A-1C,Gold,WORTHINGTON Jeff,USA,United States of America,Athletics,1988"
"Men,4x100 m 1A-1C,Silver,CORDUKES Richard,AUS,Australia,Athletics,1988"
"Men,4x100 m 1A-1C,Silver,DESANTO Michael,AUS,Australia,Athletics,1988"
"Men,4x100 m 1A-1C,Silver,DUFTY Alan,AUS,Australia,Athletics,1988"
"Men,4x100 m 1A-1C,Silver,VALLELONGA Vincenzo,AUS,Australia,Athletics,1988"
"Men,4x100 m 1A-1C,Bronze,DE VIDI Alvise,ITA,Italy,Athletics,1988"
"Men,4x100 m 1A-1C,Bronze,ADDARIS Carmelo,ITA,Italy,Athletics,1988"
"Men,4x100 m 1A-1C,Bronze,MAISTO Gennaro,ITA,Italy,Athletics,1988"
"Men,4x100 m 1A-1C,Bronze,ROSSI Rodolfo,ITA,Italy,Athletics,1988"
"Men,4x100 m A2A4-7,Gold,LOWE Adrian,AUS,Australia,Athletics,1988"
"Men,4x100 m A2A4-7,Gold,NUGENT Rodney,AUS,Australia,Athletics,1988"
"Men,4x100 m A2A4-7,Gold,PARSONS Nigel,AUS,Australia,Athletics,1988"
"Men,4x100 m A2A4-7,Gold,SMART Jason,AUS,Australia,Athletics,1988"
"Men,4x100 m A2A4-7,Silver,QIN Zhongxing,CHN,China,Athletics,1988"
"Men,4x100 m A2A4-7,Silver,QIU Xuewen,CHN,China,Athletics,1988"
"Men,4x100 m A2A4-7,Silver,SUN Chang Ting,CHN,China,Athletics,1988"
"Men,4x100 m A2A4-7,Silver,YANG Shaomin,CHN,China,Athletics,1988"
"Men,4x100 m A2A4-7,Bronze,ALSUP Ronnie,USA,United States of America,Athletics,1988"
"Men,4x100 m A2A4-7,Bronze,BULOW Matthew,USA,United States of America,Athletics,1988"
"Men,4x100 m A2A4-7,Bronze,HOANG Rick,USA,United States of America,Athletics,1988"
"Men,4x100 m A2A4-7,Bronze,OEHLER Dennis,USA,United States of America,Athletics,1988"
"Men,4x100 m C7-8,Gold,HONG Duk Kwun,KOR,Korea,Athletics,1988"
"Men,4x100 m C7-8,Gold,KANG Sung Kook,KOR,Korea,Athletics,1988"
"Men,4x100 m C7-8,Gold,SON Hoon,KOR,Korea,Athletics,1988"
"Men,4x100 m C7-8,Gold,SONG Soon Dal,KOR,Korea,Athletics,1988"
"Men,4x100 m C7-8,Silver,DIETZ Thomas,USA,United States of America,Athletics,1988"
"Men,4x100 m C7-8,Silver,PITTMAN Keith,USA,United States of America,Athletics,1988"
"Men,4x100 m C7-8,Silver,ROW Scott,USA,United States of America,Athletics,1988"
"Men,4x100 m C7-8,Silver,TAYLOR Gregoy,USA,United States of America,Athletics,1988"
"Men,4x100 m C7-8,Bronze,CHAN Shing Chung,HKG,Hong Kong,Athletics,1988"
"Men,4x100 m C7-8,Bronze,CHAN Wai Hung,HKG,Hong Kong,Athletics,1988"
"Men,4x100 m C7-8,Bronze,CHANG Siu Hung,HKG,Hong Kong,Athletics,1988"
"Men,4x100 m C7-8,Bronze,CHEUNG Yiu Cheung,HKG,Hong Kong,Athletics,1988"
"Men,4x100 m 2-6,Gold,FIGL Robert,FRG,FR Germany,Athletics,1988"
"Men,4x100 m 2-6,Gold,GOLOMBEK Gregor,FRG,FR Germany,Athletics,1988"
"Men,4x100 m 2-6,Gold,MARKLEIN Errol,FRG,FR Germany,Athletics,1988"
"Men,4x100 m 2-6,Gold,PETERSEN Wolfgang,FRG,FR Germany,Athletics,1988"
"Men,4x100 m 2-6,Silver,HONG Duk,KOR,Korea,Athletics,1988"
"Men,4x100 m 2-6,Silver,Ho,KOR,Korea,Athletics,1988"
"Men,4x100 m 2-6,Silver,KIM Byung Woo,KOR,Korea,Athletics,1988"
"Men,4x100 m 2-6,Silver,LEE Bong Ho,KOR,Korea,Athletics,1988"
"Men,4x100 m 2-6,Silver,YU Min Ho,KOR,Korea,Athletics,1988"
"Men,4x100 m 2-6,Bronze,COURTNEY Robert,USA,United States of America,Athletics,1988"
"Men,4x100 m 2-6,Bronze,EPPERSON Frank,USA,United States of America,Athletics,1988"
"Men,4x100 m 2-6,Bronze,GIBSON Bob,USA,United States of America,Athletics,1988"
"Men,4x100 m 2-6,Bronze,YILLA Abu,USA,United States of America,Athletics,1988"
"Men,4x200 m 1A-1C,Gold,DODSON Bart,USA,United States of America,Athletics,1988"
"Men,4x200 m 1A-1C,Gold,MONROE Russ,USA,United States of America,Athletics,1988"
"Men,4x200 m 1A-1C,Gold,WORTHINGTON Jeff,USA,United States of America,Athletics,1988"
"Men,4x200 m 1A-1C,Gold,YOUNG Dylan,USA,United States of America,Athletics,1988"
"Men,4x200 m 1A-1C,Silver,JOGGI Daniel,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 1A-1C,Silver,KUESCHALL Rainer,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 1A-1C,Silver,SCHMID Peter,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 1A-1C,Silver,WALTER Eric,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 1A-1C,Bronze,CORDUKES Richard,AUS,Australia,Athletics,1988"
"Men,4x200 m 1A-1C,Bronze,DESANTO Michael,AUS,Australia,Athletics,1988"
"Men,4x200 m 1A-1C,Bronze,DUFTY Alan,AUS,Australia,Athletics,1988"
"Men,4x200 m 1A-1C,Bronze,VALLELONGA Vincenzo,AUS,Australia,Athletics,1988"
"Men,4x200 m 2-6,Gold,FIGL Robert,FRG,FR Germany,Athletics,1988"
"Men,4x200 m 2-6,Gold,GOLOMBEK Gregor,FRG,FR Germany,Athletics,1988"
"Men,4x200 m 2-6,Gold,MARKLEIN Errol,FRG,FR Germany,Athletics,1988"
"Men,4x200 m 2-6,Gold,PETERSEN Wolfgang,FRG,FR Germany,Athletics,1988"
"Men,4x200 m 2-6,Silver,NIETLISPACH Franz,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 2-6,Silver,CAVICCHIA Vince,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 2-6,Silver,MULLER Guido,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 2-6,Silver,SCHEIDEGGER Urs,SUI,Switzerland,Athletics,1988"
"Men,4x200 m 2-6,Bronze,HONG Duk,KOR,Korea,Athletics,1988"
"Men,4x200 m 2-6,Bronze,Ho,KOR,Korea,Athletics,1988"
"Men,4x200 m 2-6,Bronze,KIM Byung Woo,KOR,Korea,Athletics,1988"
"Men,4x200 m 2-6,Bronze,LEE Bong Ho,KOR,Korea,Athletics,1988"
"Men,4x200 m 2-6,Bronze,YU Hee Sang,KOR,Korea,Athletics,1988"
"Men,4x400 m A2A4-7,Gold,LOWE Adrian,AUS,Australia,Athletics,1988"
"Men,4x400 m A2A4-7,Gold,NUGENT Rodney,AUS,Australia,Athletics,1988"
"Men,4x400 m A2A4-7,Gold,O'SULLIVAN Andrew,AUS,Australia,Athletics,1988"
"Men,4x400 m A2A4-7,Gold,PARSONS Nigel,AUS,Australia,Athletics,1988"
"Men,4x400 m A2A4-7,Silver,QIN Zhongxing,CHN,China,Athletics,1988"
"Men,4x400 m A2A4-7,Silver,QIU Xuewen,CHN,China,Athletics,1988"
"Men,4x400 m A2A4-7,Silver,SUN Chang Ting,CHN,China,Athletics,1988"
"Men,4x400 m A2A4-7,Silver,WANG Hui Yun,CHN,China,Athletics,1988"
"Men,4x400 m A2A4-7,Bronze,BERG Matthias,FRG,FR Germany,Athletics,1988"
"Men,4x400 m A2A4-7,Bronze,BUCHIN Max,FRG,FR Germany,Athletics,1988"
"Men,4x400 m A2A4-7,Bronze,HECKER Axel,FRG,FR Germany,Athletics,1988"
"Men,4x400 m A2A4-7,Bronze,JOHANN Jurgen,FRG,FR Germany,Athletics,1988"
"Men,4x400 m 2-6,Gold,FIGL Robert,FRG,FR Germany,Athletics,1988"
"Men,4x400 m 2-6,Gold,GOLOMBEK Gregor,FRG,FR Germany,Athletics,1988"
"Men,4x400 m 2-6,Gold,PETERSEN Wolfgang,FRG,FR Germany,Athletics,1988"
"Men,4x400 m 2-6,Gold,WINFRIED Sigg,FRG,FR Germany,Athletics,1988"
"Men,4x400 m 2-6,Silver,NIETLISPACH Franz,SUI,Switzerland,Athletics,1988"
"Men,4x400 m 2-6,Silver,BERSET Jean-Marc,SUI,Switzerland,Athletics,1988"
"Men,4x400 m 2-6,Silver,MULLER Guido,SUI,Switzerland,Athletics,1988"
"Men,4x400 m 2-6,Silver,SCHEIDEGGER Urs,SUI,Switzerland,Athletics,1988"
"Men,4x400 m 2-6,Bronze,CARPENTER Phil,USA,United States of America,Athletics,1988"
"Men,4x400 m 2-6,Bronze,COURTNEY Robert,USA,United States of America,Athletics,1988"
"Men,4x400 m 2-6,Bronze,IBARRA Rafael,USA,United States of America,Athletics,1988"
"Men,4x400 m 2-6,Bronze,TRIJILLO Mike,USA,United States of America,Athletics,1988"
"Women,4x100 m 2-6,Gold,PORCELLATO Francesca,ITA,Italy,Athletics,1988"
"Women,4x100 m 2-6,Gold,BALSAMO Milena,ITA,Italy,Athletics,1988"
"Women,4x100 m 2-6,Gold,BULLERI Sabrina,ITA,Italy,Athletics,1988"
"Women,4x100 m 2-6,Gold,VARANO Tina,ITA,Italy,Athletics,1988"
"Women,4x100 m 2-6,Silver,DRISCOLL Jean,USA,United States of America,Athletics,1988"
"Women,4x100 m 2-6,Silver,DURKIN Patricia,USA,United States of America,Athletics,1988"
"Women,4x100 m 2-6,Silver,GRAHAM Kristine,USA,United States of America,Athletics,1988"
"Women,4x100 m 2-6,Silver,RAMSEY Charla,USA,United States of America,Athletics,1988"
"Women,4x100 m 2-6,Bronze,WONG Mei Lan,HKG,Hong Kong,Athletics,1988"
"Women,4x100 m 2-6,Bronze,CHAN Kam Tim,HKG,Hong Kong,Athletics,1988"
"Women,4x100 m 2-6,Bronze,CHO Ping,HKG,Hong Kong,Athletics,1988"
"Women,4x100 m 2-6,Bronze,NG Kam Mui,HKG,Hong Kong,Athletics,1988"
"Women,4x200 m 2-6,Gold,DRISCOLL Jean,USA,United States of America,Athletics,1988"
"Women,4x200 m 2-6,Gold,CABLE-BROOKS Candace,USA,United States of America,Athletics,1988"
"Women,4x200 m 2-6,Gold,DURKIN Patricia,USA,United States of America,Athletics,1988"
"Women,4x200 m 2-6,Gold,ZAJAC Brenda,USA,United States of America,Athletics,1988"
"Women,4x200 m 2-6,Silver,GARCIA ESTRADA Dora Elia,MEX,Mexico,Athletics,1988"
"Women,4x200 m 2-6,Silver,CASTRO Araceli,MEX,Mexico,Athletics,1988"
"Women,4x200 m 2-6,Silver,SOTO Juana,MEX,Mexico,Athletics,1988"
"Women,4x200 m 2-6,Silver,VAZQUEZ Cecilia,MEX,Mexico,Athletics,1988"
"Women,4x200 m 2-6,Bronze,PORCELLATO Francesca,ITA,Italy,Athletics,1988"
"Women,4x200 m 2-6,Bronze,BALSAMO Milena,ITA,Italy,Athletics,1988"
"Women,4x200 m 2-6,Bronze,BULLERI Sabrina,ITA,Italy,Athletics,1988"
"Women,4x200 m 2-6,Bronze,POZZOBON Cinzia,ITA,Italy,Athletics,1988"
"Women,4x400 m 2-6,Gold,CABLE-BROOKS Candace,USA,United States of America,Athletics,1988"
"Women,4x400 m 2-6,Gold,RAMSEY Sherry Ann,USA,United States of America,Athletics,1988"
"Women,4x400 m 2-6,Gold,WALTERS Ann,USA,United States of America,Athletics,1988"
"Women,4x400 m 2-6,Gold,ZAJAC Brenda,USA,United States of America,Athletics,1988"
"Women,4x400 m 2-6,Silver,MCINTYRE Deahnne,AUS,Australia,Athletics,1988"
"Women,4x400 m 2-6,Silver,RUSSELL Julie,AUS,Australia,Athletics,1988"
"Women,4x400 m 2-6,Silver,JONES Meredith,AUS,Australia,Athletics,1988"
"Women,4x400 m 2-6,Silver,MCLELLAN Yvette,AUS,Australia,Athletics,1988"
"Women,4x400 m 2-6,Bronze,PORCELLATO Francesca,ITA,Italy,Athletics,1988"
"Women,4x400 m 2-6,Bronze,BALSAMO Milena,ITA,Italy,Athletics,1988"
"Women,4x400 m 2-6,Bronze,POZZOBON Cinzia,ITA,Italy,Athletics,1988"
"Women,4x400 m 2-6,Bronze,VARANO Tina,ITA,Italy,Athletics,1988"
"Mixed,4x100 m C2-3,Gold,BOLAND David,IRL,Ireland,Athletics,1988"
"Mixed,4x100 m C2-3,Gold,COSTELLO Martin,IRL,Ireland,Athletics,1988"
"Mixed,4x100 m C2-3,Gold,GALLAGHER Lorraine,IRL,Ireland,Athletics,1988"
"Mixed,4x100 m C2-3,Gold,JORDAN Darrin,IRL,Ireland,Athletics,1988"
"Mixed,4x100 m C2-3,Silver,OSBORN David,USA,United States of America,Athletics,1988"
"Mixed,4x100 m C2-3,Silver,JONAS Lee,USA,United States of America,Athletics,1988"
"Mixed,4x100 m C2-3,Silver,LAING Phillip,USA,United States of America,Athletics,1988"
"Mixed,4x100 m C2-3,Silver,RIVERA Rene,USA,United States of America,Athletics,1988"
"Mixed,4x100 m C2-3,Bronze,BONE Jamie,CAN,Canada,Athletics,1988"
"Mixed,4x100 m C2-3,Bronze,LAVALLEE Andre,CAN,Canada,Athletics,1988"
"Mixed,4x100 m C2-3,Bronze,MISCIAGNA Laura,CAN,Canada,Athletics,1988"
"Mixed,4x100 m C2-3,Bronze,SEVERIN David,CAN,Canada,Athletics,1988"
"Men,100 m TS1,Gold,GAETANI Joe,USA,Unknown,Athletics,1992"
"Men,100 m TS1,Silver,CHRISTEN Lukas,SUI,Unknown,Athletics,1992"
"Men,100 m TS1,Bronze,BELITZ Gunther,GER,Unknown,Athletics,1992"
"Men,100 m TS2,Gold,VOLPENTEST Tony,USA,Unknown,Athletics,1992"
"Men,100 m TS2,Silver,OEHLER Dennis,USA,Unknown,Athletics,1992"
"Men,100 m TS2,Bronze,FULLER Neil,AUS,Unknown,Athletics,1992"
"Men,100 m TS4,Gold,ADEOYE Ajibola,NGR,Unknown,Athletics,1992"
"Men,100 m TS4,Silver,COULTAS Nigel,GBR,Unknown,Athletics,1992"
"Men,100 m TS4,Bronze,SVERRISSON Geir,ISL,Unknown,Athletics,1992"
"Men,100 m TW1,Gold,DODSON Bart,USA,Unknown,Athletics,1992"
"Men,100 m TW1,Silver,LUBBERING Hans,GER,Unknown,Athletics,1992"
"Men,100 m TW1,Bronze,FORNI Giuseppe,SUI,Unknown,Athletics,1992"
"Men,100 m TW2,Gold,NITZ Paul,USA,Unknown,Athletics,1992"
"Men,100 m TW2,Silver,BEAUDOIN Andre,CAN,Unknown,Athletics,1992"
"Men,100 m TW2,Bronze,RAMAGE Bradley,USA,Unknown,Athletics,1992"
"Men,100 m TW3,Gold,HODGE Andrew,GBR,Unknown,Athletics,1992"
"Men,100 m TW3,Silver,LINDSAY John,AUS,Unknown,Athletics,1992"
"Men,100 m TW3,Bronze,HALLAM Chris,GBR,Unknown,Athletics,1992"
"Men,100 m TW4,Gold,ISSORAT Claude,FRA,Unknown,Athletics,1992"
"Men,100 m TW4,Silver,ERICSSON Hakan,SWE,Unknown,Athletics,1992"
"Men,100 m TW4,Bronze,FIGL Robert,GER,Unknown,Athletics,1992"
"Men,100 m B1,Gold,SEVASTIANOV Sergei,EUN,Unknown,Athletics,1992"
"Men,100 m B1,Bronze,RODRIGUEZ Jose Manuel,ESP,Unknown,Athletics,1992"
"Men,100 m B2,Gold,PAZ Marcelino,ESP,Unknown,Athletics,1992"
"Men,100 m B2,Silver,TURRO Omar,CUB,Unknown,Athletics,1992"
"Men,100 m B2,Bronze,PYCH Miroslaw,POL,Unknown,Athletics,1992"
"Men,100 m B3,Gold,MANGANARO Aldo,ITA,Unknown,Athletics,1992"
"Men,100 m B3,Silver,MEHLMANN Uwe,GER,Unknown,Athletics,1992"
"Men,100 m B3,Bronze,CEPEDA Enrique,CUB,Unknown,Athletics,1992"
"Men,100 m C3-4,Gold,LARSON David,USA,Unknown,Athletics,1992"
"Men,100 m C3-4,Silver,DAVIS Ross,USA,Unknown,Athletics,1992"
"Men,100 m C3-4,Bronze,ZUPPANIC Joe,CAN,Unknown,Athletics,1992"
"Men,100 m C5,Gold,BANKS Larry,USA,Unknown,Athletics,1992"
"Men,100 m C5,Silver,HUGHES Paul,GBR,Unknown,Athletics,1992"
"Men,100 m C5,Bronze,ROMAGUERA Jaime,AUS,Unknown,Athletics,1992"
"Men,100 m C6,Gold,REGISTER Freeman,USA,Unknown,Athletics,1992"
"Men,100 m C6,Silver,KIM Du Chun,KOR,Unknown,Athletics,1992"
"Men,100 m C6,Bronze,STENBACK Eric,USA,Unknown,Athletics,1992"
"Men,100 m C7,Gold,HABER Peter,GER,Unknown,Athletics,1992"
"Men,100 m C7,Silver,KANG Sung Kook,KOR,Unknown,Athletics,1992"
"Men,100 m C7,Bronze,CHEUNG Yiu,HKG,Unknown,Athletics,1992"
"Men,100 m C8,Gold,BRUNO Frank,CAN,Unknown,Athletics,1992"
"Men,100 m C8,Silver,CHAN Shing Chung,HKG,Unknown,Athletics,1992"
"Men,100 m C8,Bronze,DIETZ Thomas,USA,Unknown,Athletics,1992"
"Men,200 m TS1,Gold,GAETANI Joe,USA,Unknown,Athletics,1992"
"Men,200 m TS1,Silver,CHRISTEN Lukas,SUI,Unknown,Athletics,1992"
"Men,200 m TS1,Bronze,SCHAFFHAUSER Todd,USA,Unknown,Athletics,1992"
"Men,200 m TS2,Gold,VOLPENTEST Tony,USA,Unknown,Athletics,1992"
"Men,200 m TS2,Silver,FULLER Neil,AUS,Unknown,Athletics,1992"
"Men,200 m TS2,Bronze,OEHLER Dennis,USA,Unknown,Athletics,1992"
"Men,200 m TS3,Gold,SZLEZAK Jerzy,POL,Unknown,Athletics,1992"
"Men,200 m TS3,Silver,BADENHORST Pieter,RSA,Unknown,Athletics,1992"
"Men,200 m TS3,Bronze,WISNIEWSKI Jaroslaw,POL,Unknown,Athletics,1992"
"Men,200 m TS4,Gold,ADEOYE Ajibola,NGR,Unknown,Athletics,1992"
